time,100u,100v,10fg,10u,10v,2d,2t,asn,cbh,cp,crr,csf,csfr,es,hcc,i10fg,ilspf,istl1,istl2,istl3,istl4,lcc,lsf,lsp,lspf,lsrr,lssfr,mcc,mn2t,mntpr,msl,mx2t,mxtpr,ptype,rsn,sd,sf,skt,smlt,sp,tcc,tciw,tclw,tcrw,tcsw,tp,tsn,u10n,v10n,viiwd,viiwe,viiwn,vilwd,vilwe,vilwn
1974-12-31 18:00:00,,,7.443776017815404,,,,,,630.2285262127311,2.5619196115866216e-06,4.01361454168015e-07,1.1674045811038046e-06,5.598957016623232e-07,1.4833289748105942e-07,,7.357137623623278,0.3237445537860577,,,,,,2.5722578432433e-05,3.357390327566474e-05,1123.5495562130177,1.2358209702390187e-06,5.519733979151799e-06,,268.1321589904424,6.119395501514864e-06,,268.50551690998867,9.636907182501617e-06,,,,2.6887866872302174e-05,,0.0,,,,,,,3.6130378232199766e-05,,,,,,,,,
1975-01-01 00:00:00,-0.6178346949921557,1.4931740732588006,,-0.39952798990102917,0.23972048561953935,260.747127013799,265.8668039536335,0.7599851090527145,,,,,,,0.0,,,271.45973205566406,271.4599609375,271.45947265625,271.4599609375,0.3002629929040311,,,,,,0.0736577863523946,,,101548.93509615384,,,2.8757396449704142,123.42308477819319,0.11501416652160283,,263.95742987457817,,73452.66991031804,0.32121684371229237,0.004121407954650518,0.05147059693560211,0.00043735983809070476,0.00548334516717132,,258.2238715358034,-0.16835318796733428,0.006164279915171968,-1.9893995960643956e-07,0.02838880775948248,0.023493840144230768,-3.488193102147893e-07,0.15912221268524784,0.04072036933616774
1975-01-01 18:00:00,,,8.15111650094478,,,,,,777.8298840043108,0.0002910919796080279,7.349481949439415e-05,3.4541420682647524e-05,9.049766162443443e-06,2.8778708602771315e-07,,7.75265901328544,0.5301941640278292,,,,,,0.00017790840222285344,0.00022680766483735757,2079.226849256888,1.3765608946952594e-05,3.312988834973623e-05,,270.4233882384893,9.561375598896766e-05,,270.740052804439,0.00018957976078918203,,,,0.00021244735407406057,,0.0,,,,,,,0.0005179009622009574,,,,,,,,,
1975-01-02 00:00:00,-1.2378333842260598,0.9379501173482139,,-0.657794563022591,0.16475873868140947,268.25395256809935,271.00250614324267,0.793671552246139,,,,,,,0.05043503800792807,,,271.45941162109375,271.4596862792969,271.45982360839844,271.4599609375,0.668284579846986,,,,,,0.6803644475852244,,,101431.34606139053,,,3.0414201183431953,109.96291003706892,0.11906424640903812,,268.7671869040946,,73371.74701830621,0.8614322518455911,0.07918969253022995,0.09162920889769785,0.013786225629276073,0.11197511269848727,,263.7379869088619,-0.4475802133774616,0.13110088596682576,2.485614534489502e-06,1.0222105927015903,0.8801560685391256,-3.1568670883697606e-06,0.903619958097914,0.5351390048596986
1975-01-02 18:00:00,,,5.296174331529606,,,,,,484.0354557174573,1.646357880541559e-06,1.2696847407775518e-08,0.0,0.0,1.212115663540489e-07,,5.233378261504089,0.2544877091808432,,,,,,1.3141677929804875e-05,2.047481268820678e-05,1004.4467455621302,1.0841366278349296e-06,2.774724064494026e-06,,266.19577667416905,3.078654849317652e-06,,266.6281073756472,4.8851561264173515e-06,,,,1.3141677929804875e-05,,0.0,,,,,,,2.2122537243295704e-05,,,,,,,,,
1975-01-03 00:00:00,-0.15116215316501594,0.5089779069437783,,-0.029340151499008992,-0.27004375683485404,262.1193805220564,267.5512410903118,0.7956820677018025,,,,,,,0.0,,,271.45947265625,271.45973205566406,271.4599609375,271.4599609375,0.4076635597725592,,,,,,0.08936395588711168,,,101800.69988905326,,,2.6568047337278107,115.31921088766065,0.1198074718904213,,260.83974073060165,,73509.63156434911,0.41598330164802144,0.004231605304063425,0.06296968177930844,0.0005489552514792899,0.007220928485576923,,256.21394655126085,-0.012293383567290898,-0.12295454352565066,1.4597903370523836e-07,0.012595734586553461,0.01833741899618339,5.692212405675173e-07,-0.024969546752568534,0.08778013026661421
1975-01-03 18:00:00,,,6.009500701046554,,,,,,590.6912180582682,1.1145010502380732e-07,0.0,8.53510297967132e-08,0.0,9.856908224811007e-08,,5.737179468369343,0.18412916194757767,,,,,,6.809742493036936e-06,7.206144241186289e-06,755.6516272189349,8.323488856208395e-08,1.0596715002017613e-06,,264.28471807897444,1.085585964149272e-06,,264.6926575609918,1.5923025957226048e-06,,,,6.8952257816608135e-06,,0.0,,,,,,,7.316161542249149e-06,,,,,,,,,
1975-01-04 00:00:00,0.6681941782934426,0.21037908136491945,,0.2685153442021658,-0.32518495751555854,257.70307525093034,262.9799548267613,0.7922754785012917,,,,,,,0.0,,,271.45982360839844,271.46075439453125,271.4599609375,271.4599609375,0.21052343605538093,,,,,,0.0718154455783099,,,102167.93195266272,,,2.4023668639053253,118.700983261921,0.11997216975195168,,259.0566135383922,,73597.81141364644,0.22496240378836907,0.00443503701475245,0.006358806903545673,8.66771449704142e-06,0.001853863868487657,,254.8055627585868,0.0766846241330254,-0.2207063020333736,8.546149842241317e-08,0.021463586027601508,0.021581209622896634,4.0176316560004953e-07,0.00014301940534241806,0.010267447283458428
1975-01-04 18:00:00,,,6.106969133636655,,,,,,441.92454325358074,0.0,0.0,0.0,0.0,-2.3819773871942077e-08,,5.91229842823638,0.039893878282174555,,,,,,3.4563640165611133e-07,3.6679781400240387e-07,152.0832100591716,0.0,2.4071106543907753e-08,,261.9414058888452,3.315322376655404e-08,,262.27257145085986,3.414041191868528e-07,,,,3.4563640165611133e-07,,0.0,,,,,,,3.6679781400240387e-07,,,,,,,,,
1975-01-05 00:00:00,0.6324766768506292,-0.915185031100843,,0.20116632788844363,-0.5432036416770438,254.9565994894716,261.9381208250509,0.78857240204275,,,,,,,0.0,,,271.46022033691406,271.45953369140625,271.45973205566406,271.4599609375,0.031691331129807696,,,,,,0.0048360429571930475,,,102304.16087278107,,,0.3905325443786982,123.2173479068914,0.12001886593519583,,255.985313370383,,73657.00730399408,0.03330533180011094,7.746840369771924e-05,0.0007925118214985323,0.0,6.934206866653714e-05,,251.75507079355816,0.158098239165086,-0.2740297373935316,-2.1546800971972673e-08,-0.00036092363876571667,-0.00031723150399309646,-2.3753177871433026e-07,0.0001891830663290426,-0.0004948093032343147
