time,100u,100v,10fg,10u,10v,2d,2t,asn,cbh,cp,crr,csf,csfr,es,hcc,i10fg,ilspf,istl1,istl2,istl3,istl4,lcc,lsf,lsp,lspf,lsrr,lssfr,mcc,mn2t,mntpr,msl,mx2t,mxtpr,ptype,rsn,sd,sf,skt,smlt,sp,tcc,tciw,tclw,tcrw,tcsw,tp,tsn,u10n,v10n,viiwd,viiwe,viiwn,vilwd,vilwe,vilwn
1940-01-01 00:00:00,-0.5791880308523686,0.35621985599134093,,-0.3280180304713503,-0.32322931571825014,258.1272489107572,266.0932419455263,0.7582525046619438,,,,,,,0.00505320983525564,,,271.459716796875,271.460205078125,271.4599151611328,271.4599609375,0.051274045684633875,,,,,,0.04533476519161427,,,102145.93509615384,,,,130.9395959617118,0.09362977496265659,,260.626912585377,,73515.42947947486,0.07236891526442307,0.001979415938699034,0.023200492181721523,0.00030309067675347867,0.0017846011551174187,,257.26260276659,-0.1761522575242985,-0.16195182687432103,7.509397027308683e-07,0.06816417084643121,0.003289532599717202,6.111501141319729e-07,0.10099143835098742,-0.023894671505019508
1940-01-01 18:00:00,,,6.00776714686106,,,,,,317.8417053222656,1.3322734753408375e-07,0.0,1.314563191765864e-07,1.3422548837033955e-08,1.1685539886683292e-07,,5.826714566473425,0.15082437187962278,,,,,,2.160509662515313e-05,2.5159067656161517e-05,588.8949704142012,1.2021335448033712e-06,3.170111828301785e-06,,266.5092989227476,3.6490871708774e-06,,266.8352310812685,4.559821454730965e-06,,,,2.1735768346391486e-05,,0.0,,,,,,,2.5287975926371014e-05,,,,,,,,,
1940-01-02 00:00:00,-0.17688854488395375,0.6448306980923083,,-0.19955759217753213,-0.32315642452804294,259.3354464198005,266.4577697212174,0.7574551176037309,,,,,,,0.0,,,271.460205078125,271.4598846435547,271.46006774902344,271.4599609375,0.15879930123774963,,,,,,0.024154211642474114,,,102119.87333579881,,,2.6745562130177514,130.56325535520293,0.09401088776673086,,261.35579758141876,,73445.25004622781,0.1611151159162352,0.002799369879728238,0.018011375291813056,0.00042149865415674697,0.006498754377195821,,256.51230120235647,-0.11245205769172081,-0.181149399139472,1.2021673521744748e-07,0.011499647558088133,0.008602022810580109,1.05545884990216e-06,0.08053496321277505,0.022636422060826826
1940-01-02 18:00:00,,,5.449473511890547,,,,,,326.38720656886244,2.826453798268674e-07,0.0,2.8004153416706964e-07,9.499559145883696e-09,9.949445812659856e-08,,5.265666557134256,0.14600512261926776,,,,,,1.5514665806787254e-05,1.838847377596522e-05,593.1139053254437,6.319877840358124e-07,2.1153697248041277e-06,,265.9806993473211,2.584756302410329e-06,,266.38303740913346,3.148685898301164e-06,,,,1.5794084622309758e-05,,0.0,,,,,,,1.8672124873956987e-05,,,,,,,,,
1940-01-03 00:00:00,0.4245219089575773,0.18796768414198295,,0.09559977759976358,-0.41957782993655235,259.3293079624515,265.9307711448895,0.7566875734272793,,,,,,,0.0037887844108265532,,,271.4606628417969,271.45947265625,271.45985412597656,271.4599609375,0.14333880723580805,,,,,,0.02528534838433802,,,102177.08339497041,,,2.0828402366863905,130.12025424573548,0.0943555789586355,,261.00908737634063,,73460.11348927514,0.14810397356924926,0.0024935592561078496,0.016350243923932136,0.00019433371414094282,0.005722723063632582,,258.1954185892139,-0.002075121247556788,-0.21979521012165137,1.0612826404670122e-07,0.012253456552614204,0.008587515565770618,4.642105732972805e-07,0.05873276993009598,0.027507764700601792
1940-01-03 18:00:00,,,5.216807325916178,,,,,,995.4114672851563,3.3527061607710707e-07,0.0,0.0,0.0,7.402962360416743e-08,,5.161459634995319,0.0075317924544656065,,,,,,1.63818400948358e-07,2.9965028299029764e-07,42.10049926035503,2.3743559292258596e-08,7.0655145324193516e-09,,265.34665576099644,4.1220323375519916e-08,,265.7694562200964,8.164812706014109e-08,,,,1.63818400948358e-07,,0.0,,,,,,,6.369474900544748e-07,,,,,,,,,
1940-01-04 00:00:00,0.03905672152366864,-1.4152416590402817,,-0.06360306260148449,-0.913121088016668,256.63693408853203,265.2661982429098,0.7555646102809341,,,,,,,0.006854988414154955,,,271.46022033691406,271.4597473144531,271.4599609375,271.4599609375,0.020285770032532822,,,,,,0.019501183865338386,,,102231.26053994083,,,0.378698224852071,130.84603087295443,0.09460791187173516,,259.4623250566291,,73477.74172522189,0.03549234965849205,0.000398029942484297,0.0037582555466149684,4.912004668331711e-06,0.00046616122567442043,,257.72417707273945,-0.06038391554849388,-0.37380168847078404,5.086046403233298e-08,0.0047673445481520435,-0.0019599533469013912,1.4791092961081495e-07,0.00587795992222058,-0.005801793738935121
1940-01-04 18:00:00,,,4.222050898173857,,,,,,1424.073090061997,0.0,0.0,0.0,0.0,-2.924724539346475e-08,,4.167688651903141,0.01869522185015255,,,,,,8.637989325636237e-07,1.1223649396698856e-06,79.31416420118343,9.704147019153515e-09,1.3819807512167643e-07,,265.36214000092457,8.648074061207517e-08,,265.6110974373902,1.7371645869588006e-07,,,,8.637989325636237e-07,,0.0,,,,,,,1.130807461470542e-06,,,,,,,,,
1940-01-05 00:00:00,-0.005996122868103388,-0.32277661385620837,,-0.05527636320633296,-0.5792271145702114,253.26081170979336,265.4167616804676,0.7534347000206716,,,,,,,0.03378557735646265,,,271.45947265625,271.4602813720703,271.4597473144531,271.4599609375,0.049445248214450815,,,,,,0.12140786436182507,,,102020.7830066568,,,1.2248520710059172,131.77738257413785,0.09451864174837192,,259.89703269823065,,73458.36781157544,0.20017156657382582,0.0007619787250044783,0.006998378144213434,3.9296301864308014e-06,0.0002912289997529701,,257.90585968198155,-0.035868736766499175,-0.28624960656702164,3.163883234561075e-08,0.00717614830427489,0.000923844383610688,-1.3936639909967285e-07,0.0034006644018303007,0.008472871542329619
1940-01-05 18:00:00,,,4.769845087852704,,,,,,2524.4465140964676,2.031964001923623e-08,0.0,0.0,0.0,6.287354531814775e-08,,4.716683252323309,0.07434379983935836,,,,,,1.676785676966052e-06,1.7529667614127052e-06,329.3590976331361,1.6581261607669515e-08,3.72975403387871e-07,,266.9468842455621,3.349726892919583e-07,,267.2415808502739,4.496304152985296e-07,,,,1.6775819853212707e-06,,0.0,,,,,,,1.7732850237358252e-06,,,,,,,,,
