time,100u,100v,10fg,10u,10v,2d,2t,asn,cbh,cp,crr,csf,csfr,es,hcc,i10fg,ilspf,istl1,istl2,istl3,istl4,lcc,lsf,lsp,lspf,lsrr,lssfr,mcc,mn2t,mntpr,msl,mx2t,mxtpr,ptype,rsn,sd,sf,skt,smlt,sp,tcc,tciw,tclw,tcrw,tcsw,tp,tsn,u10n,v10n,viiwd,viiwe,viiwn,vilwd,vilwe,vilwn
1989-12-31 18:00:00,,,5.699757384125298,,,,,,358.4514679240289,1.6929129877034024e-08,0.0,0.0,0.0,4.3626518077258374e-08,,5.485477825593666,0.21732434154262203,,,,,,1.546863973493407e-05,2.3338216296314487e-05,763.3221153846154,1.4650530716371253e-06,3.7910229355625854e-06,,266.83293973482574,4.566324180399878e-06,,267.2132803109976,6.619906989780403e-06,,,,1.546863973493407e-05,,5.784119374653291e-08,,,,,,,2.335514542619152e-05,,,,,,,,,
1990-01-01 00:00:00,1.1250057446180717,-0.4202894289818036,,0.3382549116597373,-0.4899466023642636,258.57716893303325,264.4888581044575,0.7653766436689704,,,,,,,0.0,,,271.4591979980469,271.46014404296875,271.46006774902344,271.4599609375,0.2263496895513591,,,,,,0.048067533052884616,,,101723.33080621302,,,2.63905325443787,127.28861593212602,0.10671109701754779,,262.2698451837844,,73810.62245747041,0.2317372158434264,0.001700976896568163,0.025175602478388497,0.00035682091346153844,0.0066972540680473374,,257.5497171977568,0.16216058702863886,-0.20695243361433582,9.181866188603867e-08,0.009805141292380158,-0.0009472616589986361,5.465686443873499e-07,0.11221657173168025,-0.01266572002828474
1990-01-01 18:00:00,,,6.150197531344623,,,,,,393.94368736630395,5.0999003754565e-07,0.0,2.922038354817227e-07,4.5144346338757395e-08,1.808085154050399e-07,,5.883142792966944,0.19479442348141643,,,,,,1.567619792103062e-05,1.949971244179991e-05,676.9822485207101,4.0347208461817903e-07,3.6496382493239184e-06,,266.971948206072,4.01026398472532e-06,,267.3872163309853,5.709172705926839e-06,,,,1.596804906630657e-05,,2.609907522709412e-08,,,,,,,2.001093689506576e-05,,,,,,,,,
1990-01-02 00:00:00,0.7174146076631264,0.210629158471463,,0.2626915711622972,-0.39797532911131367,261.13823253022144,267.01852064866284,0.7631234441988567,,,,,,,0.0,,,271.45924377441406,271.4597930908203,271.459716796875,271.4599609375,0.2032904088849852,,,,,,0.028394981248844306,,,101708.30528846153,,,2.6923076923076925,127.5648502146704,0.10668629584227793,,261.92368375338043,,73852.08859559911,0.20772259051983172,0.0014860220914761696,0.022471636710082284,0.0002795337925295858,0.007507775662213388,,257.12295035638755,0.06989431275418524,-0.20848831763634315,8.504821111402646e-08,0.010181020688284161,0.0006732895705826889,6.556298243455016e-07,0.07353155676429794,0.0009127343900104952
1990-01-02 18:00:00,,,6.097891113461827,,,,,,478.25587619080835,1.1018042028302977e-06,7.547570403511002e-08,9.297024039827155e-07,2.7297670848270843e-07,1.383066817049692e-07,,5.880792612154808,0.1645708253397744,,,,,,1.2603560848348945e-05,1.374407280126267e-05,557.7758875739645,3.9853993252184264e-07,2.067712460749248e-06,,266.7307697725014,2.5480544778722277e-06,,267.1315525212937,3.802441280974439e-06,,,,1.353263502290263e-05,,0.0,,,,,,,1.4847375937467497e-05,,,,,,,,,
1990-01-03 00:00:00,1.1205880486753566,0.15335446419800527,,0.3633696313440447,-0.3734043335773536,259.64168959397534,266.6347268911508,0.7605856547694234,,,,,,,0.0,,,271.4604797363281,271.460693359375,271.4599609375,271.4599609375,0.18973834698016828,,,,,,0.034038927428115755,,,101929.65125739644,,,2.437869822485207,127.70117602827986,0.1067802355839656,,262.3086159610184,,73986.59564534023,0.19595607780140534,0.002085871950409116,0.014848810681224575,0.00014157231742813742,0.004762863971777922,,258.16372409797987,0.15766053157445242,-0.2258317033214682,1.7925625012225897e-07,0.01843103712082623,0.004920927488063214,1.0268201640966904e-07,0.02721383656270405,0.006044196306601079
1990-01-03 18:00:00,,,5.164543518653283,,,,,,576.8680979410807,1.000240445137024e-06,4.232282469258506e-09,9.651367480938252e-07,2.2677980231110162e-07,-2.5175593680765524e-08,,5.066027342215092,0.08881572294517381,,,,,,1.5779359806218795e-05,1.6530766289615067e-05,308.13831360946745,2.962597728480954e-08,4.14287550209542e-06,,265.53260071884245,4.151251894482494e-06,,265.87700630503997,4.6134524091461e-06,,,,1.6745201934724164e-05,,0.0,,,,,,,1.7529584952360073e-05,,,,,,,,,
1990-01-04 00:00:00,1.113559593110395,-0.20468202850522374,,0.3159176809547921,-0.35702701433170475,258.2903705122908,264.3875169020433,0.762113474882566,,,,,,,0.00038119886048446744,,,271.4599609375,271.46044921875,271.46006774902344,271.4599609375,0.08502549391526443,,,,,,0.05575687927607249,,,102098.82359467456,,,1.2544378698224852,127.65425480046922,0.10682222264758229,,261.3119166447566,,74084.73067677514,0.1260010307357156,0.004326498720067492,0.009659355208718565,0.00012857109837278107,0.02407259066429364,,256.96261515419866,0.20270882273566793,-0.21030359472748797,3.6962467422102685e-07,0.04812149724305866,-0.009728075484552326,3.430973077137795e-07,0.03643027159589282,-0.0009256939916215704
1990-01-04 18:00:00,,,6.220704389041697,,,,,,948.1360529119319,2.6917536935862703e-06,2.8215216461723372e-09,2.6009359656000986e-06,3.994216580362715e-08,7.048772295631093e-08,,6.175387501011233,0.15123762322600776,,,,,,1.887492174227562e-05,2.216305253068371e-05,473.0432692307692,3.562171078292576e-07,3.846351211592996e-06,,266.46125513562083,3.992982164642515e-06,,266.8023926322982,7.147884227820402e-06,,,,2.147618835494363e-05,,0.0,,,,,,,2.4872947726729355e-05,,,,,,,,,
1990-01-05 00:00:00,0.9278698136820596,0.7284177689862674,,0.35777156628095186,-0.03661834558791663,259.6832491180601,265.594532080656,0.7594395844188667,,,,,,,0.0009283539811534994,,,271.46044921875,271.4603729248047,271.45947265625,271.4599609375,0.1960457344732341,,,,,,0.15639085036057693,,,102041.48021449705,,,2.0828402366863905,127.77812221910827,0.106798764516616,,262.0828560372076,,74084.0646495932,0.27190927358774036,0.004254019472020617,0.014329989280926405,0.00013290495562130178,0.007837735689603366,,257.768413656562,0.13098809599171024,-0.09152548411894126,-5.289597075829316e-07,0.07021831196440748,0.004806591164783613,2.1758579571363545e-07,0.044424390299080393,0.013937865488627958
1990-01-05 18:00:00,,,5.8789025876649035,,,,,,491.69916671361676,2.7227683885563056e-07,2.468831440400795e-08,1.9080540132240432e-07,3.385825975406805e-08,6.975603177792189e-08,,5.742541995979625,0.1558372000970784,,,,,,8.014003200643867e-06,1.6674928411224184e-05,576.3997781065088,2.0695640843295485e-06,1.7858027706484823e-06,,265.843465319752,3.4600672637217145e-06,,266.31916899370725,4.892694879565718e-06,,,,8.205161292172042e-06,,0.0,,,,,,,1.6954611744401016e-05,,,,,,,,,
1990-01-06 00:00:00,0.35446302425226517,-1.0979159710675301,,0.10190428220308743,-0.6324679244904828,259.8515722511788,265.1636408518052,0.7588058272762411,,,,,,,0.0007205037675665681,,,271.460205078125,271.4606170654297,271.460205078125,271.4599609375,0.1560480241944804,,,,,,0.046987499711076186,,,102272.34948224852,,,1.0,127.36579326200767,0.10689348581979966,,260.9464018330772,,74145.52218934911,0.17730062812037722,0.001583133223494129,0.023549322545881102,0.00038571470587916626,0.0037184382331441846,,256.7658090083557,0.02092588441611747,-0.2388915225598939,1.5148567970044438e-07,0.01591692568276893,-0.007448687708589453,3.92210974157223e-07,0.039724366353637366,-0.030481591732544305
1990-01-06 18:00:00,,,6.302386622457109,,,,,,700.5326007711476,9.906891535019734e-06,1.564533752802561e-06,5.1320833567331525e-06,2.9745010229257434e-07,1.3506910659492666e-07,,6.188643129972311,0.2119212855954142,,,,,,3.7657614995741983e-05,3.978680576798479e-05,877.4877958579882,1.9115809152817585e-07,8.058530339122523e-06,,267.82195403872157,7.2529418228646e-06,,268.1135621381229,1.1067198225732386e-05,,,,4.2789874697578026e-05,,0.0,,,,,,,4.968823060481506e-05,,,,,,,,,
